Door(loop 1ขั้น ) (1000000 doors),,,,,,,,,,
,Python(BME.),Python(Dkr.),Node(BME.),Node(Dkr.),Golang(BME.),Golang(Dkr.),PHP(BME.),PHP(Dkr.),JAVA(BME.),JAVA(Dkr.)
,ระยะเวลา(S.),,,,,,,,,
Avg. duration,1.548,2.38,0.107,0.735,0.008,0.551,0.106,0.691,1.174,1.827
